symbol,name,sector,composite_score,value_score,momentum_score,quality_score,flow_score,news_score,analyst_conviction_score,analyst_avg_score,analyst_report_count,analyst_broker_diversity,analyst_target_revision_pct,analyst_novelty_score,analyst_fwd_ret_5d,analyst_fwd_ret_20d,analyst_alpha_ret_5d,analyst_alpha_ret_20d,analyst_bias_adjustment,analyst_parse_quality_score,analyst_pdf_coverage,analyst_target_upside_pct,analyst_target_dispersion_pct,analyst_agreement_score,analyst_recency_score,analyst_latest_title,macro_sector_score,macro_regime_score,macro_micro_interaction_score,ml_pred_score,ml_sector_score,ml_model_type,ml_train_rows,flow_top_brokers,flow_event_mix,micro_ofi,micro_foreign_pressure,micro_broker_concentration,micro_queue_imbalance,micro_absorption_score,microstructure_score,ml_pred_return_5d,flow_intraday_samples,flow_intraday_avg_5m,flow_intraday_avg_15m,flow_intraday_avg_30m,flow_intraday_avg_60m,flow_intraday_last_event,flow_intraday_last_captured_at,factor_rank_score,analyst_rank_score,flow_state_score,flow_rank_score,flow_intraday_edge_score,flow_intraday_rank_score,micro_rank_score,macro_rank_score,ml_rank_score,active_source_count,card_score
036570,엔씨소프트,엔터테인먼트/게임,,,,,,,10.0355,3.7815,3.0,2.0,0.0,0.784,0.0,0.0,0.0,0.0,-0.0486,0.7493,0.3333,65.9452,8.6083,0.9139,0.8571,엔씨소프트(036570) 실적은 센티를 이긴다,0.0,1.8,0.6391176470588236,,,,0,,,,,,,,,,0,,,,,,,,0.9642857142857143,,,,,,0.8,,2,0.8126275510204081
010950,S-Oil,화학/석유화학,,,,,,,9.1265,4.3043,2.0,2.0,0.0,0.7982,0.0,0.0,0.0,0.0,-0.0438,0.7891,0.5,23.1818,3.321,0.6668,0.8157,"호르무즈 봉쇄, 오히려 전화위복!",0.0,1.8,0.681470588235294,,,,0,,,,,,,,,,0,,,,,,,,0.8928571428571429,,,,,,0.8823529411764706,,2,0.7985969387755101
032500,케이엠더블유,통신장비/네트워크,,,,,,,9.3428,3.954,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2617,0.6532,0.0,167.3797,0.0,1.0,0.7388,실적 확인하고 매수하시면 늦습니다,0.0,1.8,0.6655882352941176,,,,0,,,,,,,,,,0,,,,,,,,0.9047619047619048,,,,,,0.8470588235294118,,2,0.7943877551020406
120110,코오롱인더,화학/석유화학,,,,,,,8.8474,4.0977,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0102,1.0,1.0,27.2189,0.0,1.0,0.7388,"코오롱인더(120110) 실적은 반등, 포트폴리오는 진화",0.0,1.8,0.6708823529411765,,,,0,,,,,,,,,,0,,,,,,,,0.8690476190476191,,,,,,0.8588235294117647,,2,0.7784438775510203
017960,한국카본,조선,,,,,,,8.9712,3.9355,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0521,0.537,0.0,33.6516,0.0,1.0,0.7031,LNG 보냉제 성장에 방산까지 영역 확대,0.0,1.8,0.655,,,,0,,,,,,,,,,0,,,,,,,,0.8809523809523809,,,,,,0.8352941176470589,,2,0.7778061224489794
004170,신세계,유통/백화점,,,,,,,8.7928,4.3338,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.5812,0.0,22.1167,0.0,1.0,0.7031,인바운드 증가 모멘텀은 2Q에 더 강화될 전망,0.0,1.8,0.6867647058823529,,,,0,,,,,,,,,,0,,,,,,,,0.8452380952380952,,,,,,0.8941176470588236,,2,0.7761479591836733
402340,SK스퀘어,복합기업,0.6141333333333332,0.5,0.8399999999999999,0.5333333333333333,0.5,0.9333333333333332,,,,,,,,,,,,,,,,,,,0.0,1.8,0.4644117647058824,,,,0,,,,,,,,,,0,,,,,,,1.0,,,,,,,0.43529411764705883,,2,0.7665413533834586
039030,이오테크닉스,IT하드웨어 (반도체),,,,,,,8.3179,3.9465,2.0,1.0,0.0,0.7408,0.0,0.0,0.0,0.0,-0.0158,0.834,0.5,15.8901,0.0,1.0,0.8157,이오테크닉스(039030) NAND 고단화 수혜 예상,7.0,1.8,0.9352941176470588,,,,0,,,,,,,,,,0,,,,,,,,0.7619047619047619,,,,,,1.0,,2,0.7627551020408161
365340,성일하이텍,전기제품,,,,,,,8.5822,4.2306,2.0,1.0,0.0,0.7794,0.0,0.0,0.0,0.0,-0.1022,0.925,0.5,15.873,0.0,1.0,0.7388,성일하이텍(365340) 콥데이 後記: 본격적인 실적 턴러어라운드 시작,0.0,1.8,0.6761764705882354,,,,0,,,,,,,,,,0,,,,,,,,0.8333333333333334,,,,,,0.8705882352941177,,2,0.7624999999999998
005680,삼영전자,전기제품,,,,,,,8.8003,3.4691,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0363,1.0,1.0,38.0991,0.0,1.0,0.7763,"삼영전자(005680) 순현금이 많은 기업, 신사업 추진",0.0,1.8,0.628529411764706,,,,0,,,,,,,,,,0,,,,,,,,0.8571428571428571,,,,,,0.7764705882352941,,2,0.7469387755102039
327260,RF머트리얼즈,우주항공과국방,,,,,,,9.8224,2.5663,1.0,1.0,0.0,0.8,7.4128,0.0,9.2717,0.0,0.164,0.5782,0.0,86.9159,0.0,1.0,0.6061,광모듈 수요가 끝이 없다,0.0,1.8,0.5597058823529413,,,,0,,,,,,,,,,0,,,,,,,,0.9404761904761905,,,,,,0.6235294117647059,,2,0.7460459183673468
229640,LS에코에너지,전기장비,,,,,,,8.5008,3.8844,2.0,1.0,0.0,0.7386,0.0,0.0,0.0,0.0,-0.0026,0.8237,0.5,23.1102,0.0,1.0,0.7031,LS에코에너지(229640) 희토류 탈중국화 밸류체인 한 축을 담당하면서 성장성 부각,0.0,1.8,0.6497058823529411,,,,0,,,,,,,,,,0,,,,,,,,0.8095238095238095,,,,,,0.8235294117647058,,2,0.7352040816326529
000150,두산,복합기업,,,,,,,8.5652,3.6428,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2359,0.6018,0.0,30.6729,0.0,1.0,0.7388,서버 구조의 변화는 중장기 성장의 근거,0.0,1.8,0.6338235294117647,,,,0,,,,,,,,,,0,,,,,,,,0.8214285714285714,,,,,,0.788235294117647,,2,0.7309948979591836
004000,롯데정밀화학,화학,,,,,,,8.3364,3.8189,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0,1.0,1.0,23.2877,0.0,1.0,0.7031,롯데정밀화학(004000) 암모니아 가격 상승으로 인한 반사수혜 전망,0.0,1.8,0.6444117647058825,,,,0,,,,,,,,,,0,,,,,,,,0.7738095238095238,,,,,,0.8117647058823529,,2,0.7121173469387755
010060,OCI홀딩스,화학,,,,,,,8.4253,2.9182,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.043,0.6035,0.0,77.6316,0.0,1.0,0.8571,태양광 중심으로 재편되는 에너지 안보 패러..,0.0,1.8,0.596764705882353,,,,0,,,,,,,,,,0,,,,,,,,0.7976190476190477,,,,,,0.7058823529411765,,2,0.6929846938775509
023530,롯데쇼핑,유통/백화점,,,,,,,8.2492,3.1377,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0608,0.6198,0.0,33.7047,0.0,1.0,0.7763,백화점에서 확산되는 온기(溫氣),0.0,1.8,0.6073529411764707,,,,0,,,,,,,,,,0,,,,,,,,0.75,,,,,,0.7294117647058823,,2,0.6741071428571427
215200,메가스터디교육,교육서비스,,,,,,,7.9738,3.2167,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0739,1.0,1.0,25.0,0.0,1.0,0.8571,메가스터디교육(215200) 국내 교육기업 대장,0.0,1.8,0.6126470588235294,,,,0,,,,,,,,,,0,,,,,,,,0.7380952380952381,,,,,,0.7411764705882353,,2,0.671173469387755
200710,에이디테크놀로지,반도체와반도체장비,,,,,,,7.9714,3.242,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1377,0.5362,0.0,25.2747,0.0,1.0,0.8157,콥데이 후기: 전성기를 넘어보자,0.0,1.8,0.6179411764705882,,,,0,,,,,,,,,,0,,,,,,,,0.7261904761904762,,,,,,0.7529411764705882,,2,0.6682397959183671
011070,LG이노텍,디스플레이/IT부품,,,,,,,7.8348,2.8568,2.0,2.0,0.0,0.7964,0.0,0.0,0.0,0.0,-0.0036,0.5832,0.0,17.5549,4.0,0.96,0.8157,안 살 이유가 없다,0.0,1.8,0.5914705882352942,,,,0,,,,,,,,,,0,,,,,,,,0.7142857142857143,,,,,,0.6941176470588235,,2,0.643877551020408
352820,하이브,엔터테인먼트/게임,,,,,,,7.6305,2.6371,4.0,2.0,0.0,0.7507,0.0,0.0,0.0,0.0,0.067,0.8215,0.5,20.0,3.2258,0.6677,0.8157,하이브(352820) 확신의 실적 모멘텀이 시작된다,0.0,1.8,0.565,,,,0,,,,,,,,,,0,,,,,,,,0.6785714285714286,,,,,,0.6352941176470588,,2,0.6065051020408162
178320,서진시스템,통신장비/네트워크,,,,,,,7.7984,2.3987,2.0,1.0,0.0,0.6977,0.0,0.0,0.0,0.0,-0.0038,0.925,0.5,47.2135,0.0,1.0,0.7031,서진시스템(178320) 수직계열화의 신이 보여줄 Showtime,0.0,1.8,0.5438235294117648,,,,0,,,,,,,,,,0,,,,,,,,0.7023809523809523,,,,,,0.5882352941176471,,2,0.6052295918367346
034730,SK,석유와가스,,,,,,,6.8847,3.3901,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.1981,0.6498,0.0,-0.2494,0.0,1.0,0.8571,자사주 소각에 따른 재무적 효과 결국 주가에..,0.0,1.8,0.6232352941176471,,,,0,,,,,,,,,,0,,,,,,,,0.5714285714285714,,,,,,0.7647058823529411,,2,0.5872448979591836
064760,티씨케이,반도체와반도체장비,,,,,,,7.454,2.4193,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0094,0.5742,0.0,33.6303,0.0,1.0,0.7031,1Q26 예상 영업이익 QoQ +53.0%,0.0,1.8,0.5491176470588235,,,,0,,,,,,,,,,0,,,,,,,,0.6547619047619048,,,,,,0.6,,2,0.5827806122448979
047050,포스코인터내셔널,무역회사와판매업체,,,,,,,7.6878,2.1161,3.0,3.0,0.0,0.7936,0.0,0.0,0.0,0.0,0.0115,0.5714,0.0,20.4986,3.3838,0.7662,0.8571,"단단한 펀더멘털, 축소될 밸류에이션 갭",0.0,1.8,0.5173529411764706,,,,0,,,,,,,,,,0,,,,,,,,0.6904761904761905,,,,,,0.5294117647058824,,2,0.5808673469387754
039200,오스코텍,제약,,,,,,,7.5609,2.0539,2.0,1.0,0.0,0.7455,0.0,0.0,0.0,0.0,-0.0771,0.8726,0.5,43.4034,0.0,1.0,0.7388,오스코텍(039200) NDR 후기: 열매가 주렁주렁,0.0,1.8,0.5120588235294118,,,,0,,,,,,,,,,0,,,,,,,,0.6666666666666666,,,,,,0.5176470588235295,,2,0.5642857142857142
006400,삼성SDI,2차전지/배터리,,,,,,,7.2125,2.3091,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.0181,0.582,0.0,28.7554,0.0,1.0,0.8157,26년 영업 흑자 전환 예상,0.0,1.8,0.533235294117647,,,,0,,,,,,,,,,0,,,,,,,,0.6190476190476191,,,,,,0.5647058823529412,,2,0.5525510204081632
122870,와이지엔터테인먼트,엔터테인먼트/게임,,,,,,,7.3015,2.1271,4.0,2.0,0.0,0.7536,0.0,0.0,0.0,0.0,0.0743,0.8088,0.5,25.0,8.1081,0.6189,0.8157,와이지엔터테인먼트(122870) 모멘텀 플레이 가능 구간,0.0,1.8,0.5226470588235295,,,,0,,,,,,,,,,0,,,,,,,,0.6309523809523809,,,,,,0.5411764705882353,,2,0.5519132653061223
035900,JYP Ent.,엔터테인먼트/게임,,,,,,,7.3966,1.9458,4.0,2.0,0.0,0.7476,0.0,0.0,0.0,0.0,0.0428,0.8248,0.5,28.9398,2.2222,0.6778,0.8157,JYP Ent.(035900) 육각형 포트폴리오를 향해,0.0,1.8,0.49617647058823533,,,,0,,,,,,,,,,0,,,,,,,,0.6428571428571429,,,,,,0.4823529411764706,,2,0.5405612244897959
023160,태광,조선/해양,,,,,,,7.1311,1.9927,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0853,0.559,0.0,34.9911,0.0,1.0,0.7388,앞으로 좋아질 실적과 주주환원까지,0.0,1.8,0.5014705882352941,,,,0,,,,,,,,,,0,,,,,,,,0.5952380952380952,,,,,,0.49411764705882355,,2,0.5181122448979592
017670,SK텔레콤,통신서비스,,,,,,,6.7918,2.3863,1.0,1.0,0.0,0.8,5.0667,0.0,-0.2905,0.0,0.0684,0.6195,0.0,25.3133,0.0,1.0,0.6061,이번엔 기대가 되는 4월입니다,0.0,1.8,0.5385294117647059,,,,0,,,,,,,,,,0,,,,,,,,0.5476190476190477,,,,,,0.5764705882352941,,2,0.5170918367346938
043370,피에이치에이,자동차부품/타이어,,,,,,,6.3911,2.672,1.0,1.0,0.0,0.8,1.6908,0.0,-0.1393,0.0,0.1177,0.649,0.0,10.3753,0.0,1.0,0.6061,자기주식 7.0% 보유 중,0.0,1.8,0.5755882352941177,,,,0,,,,,,,,,,0,,,,,,,,0.47619047619047616,,,,,,0.6588235294117647,,2,0.5030612244897958
347700,스피어,우주항공과국방,,,,,,,5.8875,2.8434,2.0,1.0,0.0,0.7607,0.0,0.0,0.0,0.0,-0.0103,0.8021,0.5,0.0,0.0,0.7,0.7031,스피어(347700) 스페이스X 발사체 성장은 곧 나의 성장,0.0,1.8,0.5861764705882353,,,,0,,,,,,,,,,0,,,,,,,,0.44047619047619047,,,,,,0.6823529411764706,,2,0.4906887755102041
005440,현대지에프홀딩스,복합기업,,,,,,,6.6262,2.2999,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.051,0.6322,0.0,18.75,0.0,1.0,0.7388,조정이 주는 멋진 기회!,0.0,1.8,0.5279411764705882,,,,0,,,,,,,,,,0,,,,,,,,0.5119047619047619,,,,,,0.5529411764705883,,2,0.4904336734693877
097230,HJ중공업,건설,,,,,,,6.8076,1.3423,2.0,1.0,0.0,0.7414,0.0,0.0,0.0,0.0,-0.036,0.7521,0.5,66.0079,0.0,1.0,0.7031,HJ중공업(097230) 신호탄,0.0,1.8,0.44852941176470595,,,,0,,,,,,,,,,0,,,,,,,,0.5595238095238095,,,,,,0.4,,2,0.4700255102040816
138930,BNK금융지주,금융지주/은행,,,,,,,6.5554,2.0201,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2337,0.6165,0.0,22.9303,0.0,1.0,0.7388,"1분기 NIM 상승과 대손비용 안정화, CET 1 비..",0.0,1.8,0.506764705882353,,,,0,,,,,,,,,,0,,,,,,,,0.5,,,,,,0.5058823529411764,,2,0.46964285714285714
271560,오리온,음식료/담배,,,,,,,7.1398,0.9476,4.0,3.0,0.0,0.7662,0.0,0.0,0.0,0.0,-0.0467,0.7071,0.25,30.2474,4.7176,0.8028,0.7763,"춘절 끝, 이제는 앞만 보고 달린다",0.0,1.8,0.40617647058823536,,,,0,,,,,,,,,,0,,,,,,,,0.6071428571428571,,,,,,0.3058823529411765,,2,0.4674744897959183
011210,현대위아,자동차부품/타이어,,,,,,,5.8065,2.5416,2.0,1.0,0.0,0.7914,0.0,0.0,0.0,0.0,-0.0771,0.9014,0.5,-6.2192,0.0,1.0,0.7388,현대위아(011210) Corp. Day 후기: 열관리 매출 증가와 인도 증설,0.0,1.8,0.5544117647058824,,,,0,,,,,,,,,,0,,,,,,,,0.4166666666666667,,,,,,0.611764705882353,,2,0.45624999999999993
226330,신테카바이오,건강관리업체및서비스,,,,,,,5.5734,2.65,2.0,1.0,0.0,0.6802,0.0,0.0,0.0,0.0,-0.0153,0.925,0.5,0.0,0.0,0.7,0.7031,신테카바이오(226330) AI 신약개발플랫폼 사업의 본격적인 실적 성장 기대,0.0,1.8,0.5702941176470588,,,,0,,,,,,,,,,0,,,,,,,,0.39285714285714285,,,,,,0.6470588235294118,,2,0.45395408163265305
353200,대덕전자,전자장비와기기,,,,,,,6.9956,0.676,3.0,2.0,0.0,0.7638,0.0,0.0,0.0,0.0,0.073,0.7476,0.3333,70.394,2.2097,0.9779,0.8571,"서버 FCBGA 공급 가시화, 멀티플 리레이팅 근..",0.0,1.8,0.385,,,,0,,,,,,,,,,0,,,,,,,,0.5833333333333334,,,,,,0.25882352941176473,,2,0.4401785714285714
089970,브이엠,반도체와반도체장비,,,,,,,6.7586,1.2929,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2296,0.595,0.0,51.4423,0.0,1.0,0.8157,예상보다 좋습니다,0.0,1.8,0.43264705882352944,,,,0,,,,,,,,,,0,,,,,,,,0.5238095238095238,,,,,,0.36470588235294116,,2,0.4397959183673469
053580,웹케시,소프트웨어,,,,,,,6.7597,1.1669,2.0,1.0,0.0,0.7777,0.0,0.0,0.0,0.0,-0.1051,0.925,0.5,42.2319,0.0,1.0,0.7763,웹케시(053580) 콥데이 後記: 금융 AI Agent 기업으로 도약 중,0.0,1.8,0.4220588235294118,,,,0,,,,,,,,,,0,,,,,,,,0.5357142857142857,,,,,,0.3411764705882353,,2,0.43915816326530605
001040,CJ,철강/비철금속,,,,,,,6.1747,1.8347,3.0,2.0,0.0,0.7768,0.0,0.0,0.0,0.0,0.1891,0.7597,0.3333,6.7887,2.0203,0.7798,0.8157,푸드빌 호실적. 올리브영 가치도 multiple에 ..,0.0,1.8,0.48558823529411765,,,,0,,,,,,,,,,0,,,,,,,,0.4642857142857143,,,,,,0.4588235294117647,,2,0.4358418367346939
316140,우리금융지주,금융지주/은행,,,,,,,5.6957,1.2972,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2125,0.6347,0.0,19.4444,0.0,1.0,0.7763,동양생명 완전자회사화는 ABL생명 통합을 위..,0.0,1.8,0.4379411764705883,,,,0,,,,,,,,,,0,,,,,,,,0.40476190476190477,,,,,,0.3764705882352941,,2,0.3783163265306122
256150,한독크린텍,가정용기기와용품,,,,,,,5.2236,1.8348,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0429,0.5798,0.0,0.0,0.0,1.0,0.7388,국내 정수기용 카본블록 필터 1위 업체,0.0,1.8,0.49088235294117655,,,,0,,,,,,,,,,0,,,,,,,,0.34523809523809523,,,,,,0.47058823529411764,,2,0.37436224489795916
041510,에스엠,엔터테인먼트/게임,,,,,,,5.8084,0.8736,4.0,2.0,0.0,0.7474,0.0,0.0,0.0,0.0,0.0648,0.8355,0.5,18.6147,2.1898,0.6781,0.8157,에스엠(041510) P/E 밴드 하단에서 여전히 매력적인 투자처,0.0,1.8,0.3955882352941177,,,,0,,,,,,,,,,0,,,,,,,,0.42857142857142855,,,,,,0.2823529411764706,,2,0.3627551020408163
089850,유비벨록스,전자제품,,,,,,,4.6502,1.4501,2.0,1.0,0.0,0.762,0.0,0.0,0.0,0.0,0.1938,0.8071,0.5,0.0,0.0,0.7,0.8571,유비벨록스(089850) 독점적 지위 갖춰가는 사업 한두 개가 아니다,0.0,1.8,0.4697058823529412,,,,0,,,,,,,,,,0,,,,,,,,0.2976190476190476,,,,,,0.4470588235294118,,2,0.34119897959183676
298050,HS효성첨단소재,화학/석유화학,,,,,,,5.3891,0.906,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.1328,0.5548,0.0,19.5219,0.0,1.0,0.8571,든든한 본업과 탄소섬유 기대감 부각,0.0,1.8,0.40088235294117647,,,,0,,,,,,,,,,0,,,,,,,,0.38095238095238093,,,,,,0.29411764705882354,,2,0.34030612244897956
025540,한국단자,자동차부품,,,,,,,4.6709,1.3178,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2127,0.679,0.0,0.0,0.0,1.0,0.7031,실적 회복과 배당은 기본. 더 큰 미래도 가능..,0.0,1.8,0.44323529411764706,,,,0,,,,,,,,,,0,,,,,,,,0.32142857142857145,,,,,,0.38823529411764707,,2,0.33635204081632647
356860,티엘비,반도체와반도체장비,,,,,,,4.5959,1.4122,2.0,1.0,0.0,0.7511,0.0,0.0,0.0,0.0,0.1938,0.808,0.5,0.0,0.0,0.7,0.8571,"티엘비(356860) 티엘비, 공장투어 후기 (추가 증설 결정)",0.0,1.8,0.4591176470588235,,,,0,,,,,,,,,,0,,,,,,,,0.2857142857142857,,,,,,0.4235294117647059,,2,0.32755102040816325
306200,세아제강,철강/비철금속,,,,,,,5.372,0.3906,2.0,1.0,0.0,0.7697,0.0,0.0,0.0,0.0,0.0085,0.7934,0.5,28.012,0.0,1.0,0.7763,"세아제강(306200) 하방은 프로젝트, 상방은 유가",0.0,1.8,0.36911764705882355,,,,0,,,,,,,,,,0,,,,,,,,0.36904761904761907,,,,,,0.2235294117647059,,2,0.3123724489795919
053030,바이넥스,제약,,,,,,,4.4408,1.3456,2.0,1.0,0.0,0.746,0.0,0.0,0.0,0.0,-0.0687,0.8069,0.5,0.0,0.0,0.7,0.7763,바이넥스(053030) 상업화 생산 확대를 위한 준비,0.0,1.8,0.45382352941176474,,,,0,,,,,,,,,,0,,,,,,,,0.25,,,,,,0.4117647058823529,,2,0.3044642857142857
042500,링네트,IT서비스,,,,,,,4.5623,1.0966,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.076,0.5642,0.0,0.0,0.0,1.0,0.8157,네트워크 통합(NI)의 수익 방정식,0.0,1.8,0.4167647058823529,,,,0,,,,,,,,,,0,,,,,,,,0.27380952380952384,,,,,,0.32941176470588235,,2,0.29247448979591834
376930,노을,건강관리장비와용품,,,,,,,4.5583,1.0926,1.0,1.0,0.0,0.8,0.0,0.0,0.0,0.0,-0.0998,0.596,0.0,0.0,0.0,1.0,0.8157,스케일업 단계로 진입,0.0,1.8,0.41147058823529414,,,,0,,,,,,,,,,0,,,,,,,,0.2619047619047619,,,,,,0.3176470588235294,,2,0.28239795918367344
214180,헥토이노베이션,IT서비스,,,,,,,4.3226,1.1853,1.0,1.0,0.0,0.8,0.0,0.0,-0.297,0.0,-0.0047,0.6252,0.0,0.0,0.0,1.0,0.6061,실적과 모멘텀 모두 매력적이다!,0.0,1.8,0.4273529411764706,,,,0,,,,,,,,,,0,,,,,,,,0.23809523809523808,,,,,,0.35294117647058826,,2,0.2801020408163265
